000020;0.939357
000060;0.883259
000070;0.889493
000080;0.806777
000100;0.847862
000120;0.808809
000140;0.870741
000150;0.878984
000180;0.925441
000210;0.943282
000220;0.840006
000230;0.895301
000240;0.844013
000270;0.858744
000300;0.806365
000320;0.846313
000370;0.909081
000390;0.886042
000400;0.880677
000430;0.823242
000440;0.878593
000480;0.834589
000490;0.894673
000500;0.840212
000520;0.917184
000540;0.847424
000590;0.797158
000640;0.922225
000650;0.886394
000660;0.838783
000670;0.871449
000680;0.851863
000700;0.894769
000720;0.897825
000760;0.787128
000810;0.874113
000850;0.900333
000860;0.889589
000880;0.879538
000890;0.911420
000910;0.902682
000950;0.908923
000970;0.867213
000990;0.891828
001000;0.798021
001040;0.849249
001060;0.766927
001080;0.852904
001120;0.903647
001130;0.867101
001140;0.944790
001200;0.920694
001210;0.909439
001230;0.892460
001250;0.900213
001260;0.956508
001270;0.886805
001290;0.925187
001360;0.930531
001380;0.884660
001420;0.889497
001430;0.898192
001440;0.906933
001450;0.848193
001460;0.911577
001470;0.765172
001500;0.905758
001510;0.922186
001530;0.794550
001540;0.923741
001550;0.931616
001560;0.899609
001620;0.847118
001680;0.888260
001720;0.894717
001750;0.830057
001780;0.883386
001800;0.868822
001810;0.743031
001840;0.888526
001880;0.905616
001940;0.886513
002020;0.913465
002030;0.791244
002100;0.950316
002140;0.916677
002150;0.924019
002170;0.824654
002200;0.791046
002210;0.932327
002220;0.809396
002230;0.875772
002240;0.901336
002270;0.936936
002290;0.904041
002310;0.818905
002350;0.885443
002360;0.837844
002380;0.893271
002390;0.864004
002410;0.960168
002420;0.808862
002450;0.913070
002460;0.908102
002600;0.856632
002620;0.855492
002680;0.721891
002690;0.844331
002700;0.867483
002710;0.854948
002760;0.836572
002780;0.916604
002790;0.887247
002810;0.876281
002820;0.879792
002840;0.895509
002870;0.890125
002880;0.862352
002900;0.817195
002920;0.897652
002960;0.893775
002990;0.907741
003010;0.888333
003030;0.899785
003070;0.916995
003080;0.891127
003090;0.916481
003100;0.920827
003160;0.907477
003200;0.849853
003220;0.936415
003230;0.908072
003240;0.904174
003280;0.870896
003300;0.932048
003310;0.894556
003350;0.899907
003380;0.864144
003460;0.887392
003470;0.915803
003490;0.900145
003520;0.931461
003530;0.898201
003540;0.917884
003550;0.838935
003560;0.881072
003570;0.929673
003580;0.929003
003610;0.816511
003620;0.846151
003650;0.823265
003680;0.824589
003690;0.916762
003780;0.900398
003830;0.878094
003850;0.926741
003920;0.833257
003960;0.890239
004000;0.907981
004020;0.897070
004060;0.907454
004080;0.846031
004090;0.779209
004100;0.833673
004150;0.887093
004170;0.868747
004250;0.839940
004270;0.932091
004310;0.942866
004360;0.889610
004380;0.708373
004430;0.901306
004440;0.903974
004450;0.895820
004490;0.863338
004560;0.903826
004590;0.700683
004690;0.808512
004710;0.913633
004720;0.772624
004770;0.914527
004780;0.900397
004800;0.849200
004840;0.883043
004870;0.895249
004890;0.882268
004910;0.909833
004960;0.777600
004970;0.894441
004980;0.935108
004990;0.896243
005010;0.902143
005030;0.889152
005070;0.813532
005090;0.718918
005110;0.864930
005160;0.906147
005180;0.830688
005190;0.916783
005250;0.904262
005290;0.866828
005300;0.851452
005360;0.871472
005380;0.788201
005390;0.872008
005430;0.860738
005440;0.908780
005490;0.903103
005500;0.878475
005610;0.942225
005670;0.912989
005680;0.922943
005710;0.861786
005720;0.857082
005740;0.913869
005750;0.915014
005800;0.827218
005810;0.862789
005820;0.861171
005830;0.883140
005850;0.930672
005860;0.928400
005870;0.890087
005880;0.904594
005930;0.840378
005940;0.923355
005950;0.864243
005960;0.796606
005990;0.813646
006040;0.883754
006060;0.818117
006110;0.856255
006120;0.934049
006140;0.862467
006200;0.854022
006220;0.867221
006260;0.892455
006340;0.916646
006360;0.872682
006370;0.709088
006380;0.822603
006390;0.910982
006490;0.894185
006570;0.883963
006580;0.843863
006620;0.783376
006650;0.928544
006660;0.828319
006730;0.874067
006740;0.807461
006800;0.910863
006840;0.908870
006880;0.858202
006890;0.897181
006910;0.895679
006920;0.896681
006980;0.892858
007070;0.883189
007110;0.923901
007160;0.897112
007210;0.878406
007280;0.962683
007310;0.862249
007330;0.900134
007340;0.865769
007460;0.876976
007530;0.740151
007540;0.920769
